iLevel = 2
3.48087,
6.83191,68.8044,36.9827,4.30804,77.6387,5.51903,74.9669,71.4903,62.3567,46.593,7.48975,64.0657,57.4409,14.6554,79.4388,78.1065,
87.2036,9.54176,7.61053,56.36,71.331,17.2903,2.8371,1.96042,15.2465,5.72023,90.3111,4.92032,0.579102,6.38275,69.8369,7.94221,
2.41739,63.6048,55.7841,7.4687,3.22153,52.2689,10.1676,64.7133,4.7533,52.7004,5.82019,61.5357,0.736603,79.3606,88.0299,59.7449,
66.903,4.16118,60.6877,13.617,1.85164,46.3077,11.7199,74.6274,4.54201,0.249908,5.48381,6.42163,50.1648,16.4985,79.2064,77.146,
66.1602,64.287,1.83372,0.270157,4.42755,59.3963,72.6425,8.2803,3.80316,1.09564,16.31,59.918,59.8162,67.057,4.55774,13.8465,
4.65068,8.44824,60.7171,1.33951,2.56552,1.25356,75.2574,52.4766,84.0771,7.8172,77.2997,58.1138,13.1678,56.4685,80.5322,63.8789,
61.2818,52.728,78.7456,4.34685,1.47241,3.02608,10.5189,71.5979,53.7383,89.6497,52.5037,6.73009,11.3987,1.3101,49.448,3.26811,
68.5879,1.94852,4.40764,55.2409,10.4674,3.64816,9.61398,4.94406,11.7786,76.5762,65.8843,51.9439,48.3833,11.9013,10.8864,10.8206,
9.26973,2.00113,0.451431,3.92888,59.8782,5.84572,70.2983,2.62454,71.5901,87.5165,12.4038,3.93956,67.4313,14.9308,84.6313,37.8188,
54.8048,80.8337,60.4297,0.708755,0.606949,6.10742,3.09026,72.1483,49.1226,61.7382,7.09511,11.5459,51.5564,1.42816,72.4575,77.3442,
57.2003,8.29771,59.7594,3.59676,3.98692,65.7399,66.5785,68.7955,86.5757,74.7007,69.5893,50.7858,2.73195,5.94963,56.6459,5.08388,
5.4012,8.89883,76.0798,7.74156,60.0327,78.8496,76.9272,0.722183,12.0338,44.0304,81.5561,77.5288,59.2508,3.42592,63.8961,53.3444,
66.65,1.91858,59.1907,57.6809,77.2638,9.37015,82.9848,0.147491,78.7882,6.26387,56.7693,52.9864,78.6926,63.7431,0.341614,1.73691,
8.589,48.9513,59.1977,1.90891,77.2638,49.3981,79.7576,0.187759,70.3349,10.5664,2.3929,79.8843,0.302139,72.4999,80.703,65.5495,
11.3969,68.4529,60.3413,4.53922,63.9218,10.6052,60.7717,11.4836,8.66237,2.00647,12.381,58.4871,8.11508,38.769,0.186951,55.9,
0.898651,1.02982,12.9726,76.2339,10.0741,1.79552,72.8714,3.76549,52.1732,5.78255,74.2224,10.6093,12.0265,60.2645,4.10095,62.436,
16.1762,13.0937,53.0029,5.86748,1.73102,50.8288,6.78583,64.9426,5.62279,44.9318,44.5733,5.80025,56.7847,57.5859,87.0654,63.29,
1.67393,4.47179,58.2048,71.5651,65.1278,44.9336,0.421494,3.59903,4.51624,83.4027,6.2173,75.4739,2.7379,2.53987,61.7548,11.3661,
5.47205,9.47963,67.306,3.29802,7.09375,2.78436,63.5167,8.53447,62.5404,47.122,58.4386,1.99187,53.6157,1.35692,66.0079,60.3361,
74.0706,51.2635,72.3524,7.14674,6.93636,63.8676,56.5022,78.7363,80.6976,68.7666,59.8672,4.2252,5.15508,2.71982,79.4645,0.460449,
11.6601,0.112762,54.1692,9.9987,12.2124,1.5746,72.6126,80.228,1.7236,69.5683,4.21259,73.2369,52.7928,59.9529,4.30742,12.9339,
70.1021,3.48357,12.7304,84.0624,68.5807,71.3144,3.86546,2.06502,68.7366,51.7664,36.5322,60.8167,7.49078,81.6282,3.22325,1.81676,
3.56058,0.456177,73.291,80.1163,72.4526,66.8734,45.399,87.9103,70.6246,1.58421,55.1709,79.0786,54.0232,0.114105,4.46983,1.84685,
7.56064,74.608,5.35982,11.4223,80.3744,66.9597,1.92477,68.5251,63.9985,2.03284,2.71533,1.73097,46.5014,65.8423,1.16867,0.21048,
86.2766,2.97438,7.28511,63.723,62.1433,54.5709,81.1411,5.54448,89.9547,6.70299,75.4738,7.97066,4.19936,67.5933,7.81494,61.9212,
6.7984,58.396,5.09862,57.2032,6.72112,74.374,1.87701,52.8707,5.74992,8.11916,2.16762,74.3855,4.01678,2.31453,2.80359,1.63847,
8.0141,84.6488,2.63611,78.4744,68.8793,54.5133,1.51546,50.0673,5.74396,72.8921,55.8151,92.5608,78.0276,0.184402,0.427109,15.7868,
79.0941,67.3759,65.124,58.6974,7.2598,41.7021,4.35713,41.0693,64.3457,61.349,8.8959,2.28922,4.17798,52.1484,50.4063,4.39957,
89.8994,8.94716,69.3887,62.2932,82.3607,11.026,70.5788,92.1446,65.0619,48.5854,61.8091,64.9702,4.34012,59.7806,65.9823,50.4855,
2.57108,9.16472,5.97519,63.1055,40.0771,63.2524,0.358871,79.9509,60.9472,5.80199,95.0968,1.53389,8.05598,58.3529,4.54918,53.7848,
7.35765,0.584869,63.2063,13.4121,73.4379,10.6118,5.82231,65.7895,8.98409,11.4754,51.8231,62.7658,62.0486,48.7355,57.9243,94.1921,
47.8345,3.96114,4.89803,83.6163,65.2306,63.2591,71.1698,4.84911,52.0007,75.629,50.45,5.32751,53.833,0.724518,2.88399,9.90031,
3.58734,0.451172,53.2007,5.75824,11.175,8.46017,8.22476,76.1444,8.21904,58.5036,9.3306,15.9653,5.76996,1.90511,49.3278,63.5316,
11.9696,0.449799,69.2916,72.569,84.9831,83.2655,58.9595,8.20703,8.59628,76.2333,40.6848,81.3815,0.1651,2.20638,55.1056,7.75037,
56.0164,77.2794,49.2853,78.6558,6.18958,74.808,79.0718,3.2681,40.8356,72.5223,47.8953,59.8372,59.9346,4.68726,86.3085,1.91124,
60.5457,13.7624,48.7962,58.0908,5.16949,6.83093,81.7467,66.9202,1.03633,79.9876,57.6788,1.82254,42.2545,63.4325,9.14584,12.9772,
63.5562,82.0551,9.62643,66.5494,15.7401,5.36852,14.6937,57.7748,5.02888,7.56339,4.15334,56.7037,56.4939,67.7737,4.30853,15.2135,
54.3997,40.5984,2.93007,8.75201,2.8515,51.5616,12.9198,81.5964,13.9725,75.4968,10.2368,57.7293,4.88155,56.7409,14.858,86.9311,
79.9286,67.1549,69.0785,2.84186,71.0755,70.563,3.2184,3.53714,2.84438,3.45485,50.9934,75.3692,2.86029,9.1127,61.6748,3.63358,
85.9879,5.01561,4.02792,4.97722,62.5761,10.7387,5.53542,66.2659,8.10045,87.7298,3.0209,4.65181,7.93227,0.991867,55.0072,65.3589,
76.5609,4.5786,2.8768,2.56064,62.3183,0.440933,51.8879,51.954,2.78682,72.4068,16.5648,62.2136,42.3339,68.0735,4.63635,79.839,
77.9001,59.6733,4.73405,72.1032,2.37514,5.72507,13.6637,60.5198,71.7154,56.1729,5.31433,12.2705,79.647,5.11719,56.5157,59.6782,
1.19089,1.81766,8.8308,57.7727,72.529,7.43208,46.5512,93.7789,69.4566,54.104,37.5431,79.2657,79.2271,2.63396,53.5013,50.5464,
0.749054,47.3584,5.97911,62.9834,4.08133,3.64835,9.32005,52.0742,64.2132,56.6297,8.64554,4.03215,71.9969,0.173843,9.33452,16.4569,
7.63072,59.3937,0.837906,47.2907,56.4569,62.3864,55.0648,55.3697,63.1792,79.458,58.8504,3.6105,77.2562,6.75691,77.0261,12.781,
2.57994,52.5976,10.8396,3.62749,12.315,52.3167,73.4118,8.89326,64.6611,8.12964,45.5312,67.355,4.37657,54.5328,0.560577,6.61266,
